image_path,label,split
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_32783329_noise_pitch.png,scottish,train
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_29333177_noise_speed.png,american,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_17772433_speed_noise.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_11852_speed.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_96745_noise.png,irish,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_405539_pitch.png,india,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_1_common_voice_en_22223607_speed.png,filipino,test
data/dataset/spectrograms/test/Scottish_dataset___augmented_1_common_voice_en_39616682_noise.png,scottish,test
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_32804168_noise_pitch.png,australian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_37007728_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_86479_speed_speed.png,canadian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_18829179_noise.png,filipino,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_3_common_voice_en_660525_pitch_speed_pitch.png,filipino,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_41731588_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_19968003.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_39579977_pitch_speed.png,england,train
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_36941026_pitch_pitch.png,australian,test
data/dataset/spectrograms/test/Slavic_dataset___augmented_1_common_voice_en_38090461_speed.png,slavic,test
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_34324135_speed_speed.png,american,test
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_32693792_pitch.png,american,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_40257271_noise_noise.png,american,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_32813614.png,england,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_36982316_speed.png,england,train
data/dataset/spectrograms/test/India_dataset___augmented_2_common_voice_en_32669700_pitch_noise.png,india,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_19665239_noise.png,irish,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_3_common_voice_en_40976006_speed_noise_pitch.png,filipino,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_22015423_speed_speed.png,scottish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_19937271_speed_noise.png,scottish,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_33483253_speed.png,england,test
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_169055_speed.png,india,test
data/dataset/spectrograms/test/Irish_dataset___augmented_1_common_voice_en_26975871_speed.png,irish,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_653932_noise_noise.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_195620_pitch_noise.png,canadian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_597592_speed.png,canadian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_31385080_noise_speed_speed.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_139338_speed.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_39585233_pitch.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_32128339_pitch.png,australian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_17251447_speed.png,irish,train
data/dataset/spectrograms/test/Irish_dataset_common_voice_en_137777.png,irish,test
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_3496_pitch_noise.png,american,test
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_619310.png,canadian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_518440_speed_speed.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_595370_speed_speed.png,irish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_18022954_noise_noise.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_41629_noise_pitch.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_41850053_noise_speed.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_33974435_speed.png,american,train
data/dataset/spectrograms/test/Filipino_dataset_common_voice_en_17343577.png,filipino,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_38350944_noise.png,india,train
data/dataset/spectrograms/test/India_dataset___augmented_2_common_voice_en_33821818_noise_pitch.png,india,test
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_20712728.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_17395843_speed.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_41030883_noise_speed_noise.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_16707_pitch.png,australian,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_37411233.png,england,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_38401730_speed.png,scottish,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_35012769.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_18388941_speed.png,canadian,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_36941026_noise.png,australian,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_19046551_pitch.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_41942247_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_30691664.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_31341860_noise_noise.png,slavic,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_32714343_pitch.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_96745_pitch.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_39940135_noise_speed_noise.png,slavic,train
data/dataset/spectrograms/test/Scottish_dataset_common_voice_en_694046.png,scottish,test
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_33316292_noise_noise.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_22292684_pitch_pitch.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_41872164_noise.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_53436_pitch.png,american,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_139733_noise.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_36470087_noise_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_24689463.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_34934929_pitch_pitch.png,england,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_38350944.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_20037193_noise.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_37976442_speed.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_554970_speed_pitch.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_39582275_speed.png,australian,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_17948920_speed_speed.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32641533_pitch_speed.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_20287558_pitch.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32117455_speed_speed.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_23865886_noise_pitch_noise.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_612556_speed_pitch.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_38464809_pitch_speed.png,canadian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_37365993_noise_noise.png,canadian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_36470087_noise_noise_speed.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_32643969_noise_noise.png,australian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_543371_noise.png,scottish,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_17389834_pitch.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_30733690_noise_noise.png,american,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_32648123_pitch_pitch.png,india,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_36827097_pitch_noise.png,filipino,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_19994917_speed_pitch.png,scottish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_32848149_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_41870878_noise.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_24986083_pitch_pitch.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_39940135_pitch_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_41879116_pitch.png,filipino,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_32662942_noise_noise.png,scottish,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_26949576_pitch_noise.png,scottish,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_22292684_pitch.png,scottish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_39588524_speed_pitch.png,slavic,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_17343577_speed_pitch.png,filipino,test
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_680979_noise.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_36647058_speed_noise_speed.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_36647036_speed_noise.png,slavic,train
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_37527873_pitch.png,india,test
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_32669700_noise.png,india,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_560444_noise_speed.png,canadian,train
data/dataset/spectrograms/test/Irish_dataset_common_voice_en_21222549.png,irish,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_20323273_noise.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_17780869_pitch_speed_speed.png,slavic,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32999595_noise_noise.png,england,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_30625373_speed_speed.png,india,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_39940135_speed_speed_noise.png,slavic,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_17784848.png,india,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_21284292_pitch.png,australian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_17687214_speed_speed.png,scottish,train
